block_size,draft_context_loss,gpu_memory_MB,lora_training_mode,loss,lr,refine_ratio,selected_token_ratio,step,step_time,token_acc,top5_acc
1,8.223288536071777,2079.7587890625,draft_aware,8.223288536071777,0.0001,0.2,0.20553359683794467,1,0.20902090705931187,0.14423076808452606,0.2884615361690521
1,6.712220191955566,2093.7255859375,draft_aware,6.712220191955566,0.0001,0.2,0.20315581854043394,2,0.07070465385913849,0.18446601927280426,0.3786407709121704
1,8.845685005187988,2093.7255859375,draft_aware,8.845685005187988,0.0001,0.2,0.204,3,0.07068992825224996,0.10784313827753067,0.2352941334247589
1,7.50779390335083,2093.7255859375,draft_aware,7.50779390335083,0.0001,0.2,0.2043222003929273,4,0.11916679190471768,0.05769231170415878,0.20192308723926544
1,7.067453384399414,2098.2255859375,draft_aware,7.067453384399414,0.0001,0.2,0.20275590551181102,5,0.07018917100504041,0.21359223127365112,0.35922330617904663
1,6.872190475463867,2102.7255859375,draft_aware,6.872190475463867,0.0001,0.2,0.2047244094488189,6,0.07056640274822712,0.13461539149284363,0.2788461744785309
1,7.031920909881592,2102.7255859375,draft_aware,7.031920909881592,0.0001,0.2,0.20512820512820512,7,0.07421214506030083,0.14423076808452606,0.3076923191547394
1,6.775984287261963,2102.7255859375,draft_aware,6.775984287261963,0.0001,0.2,0.20355731225296442,8,0.0704241949133575,0.17475728690624237,0.40776699781417847
1,7.937812805175781,2098.2255859375,draft_aware,7.937812805175781,0.0001,0.2,0.20355731225296442,9,0.07061551185324788,0.13592232763767242,0.33980584144592285
1,8.374568939208984,2102.7255859375,draft_aware,8.374568939208984,0.0001,0.2,0.20159680638722555,10,0.06995387794449925,0.15841583907604218,0.2970297038555145
1,6.555751323699951,2102.7255859375,draft_aware,6.555751323699951,0.0001,0.2,0.2051792828685259,11,0.07089067669585347,0.19417476654052734,0.3689320385456085
1,7.905863285064697,2102.7255859375,draft_aware,7.905863285064697,0.0001,0.2,0.20362903225806453,12,0.07002526009455323,0.15841583907604218,0.2772277295589447
1,5.7465972900390625,2098.2255859375,draft_aware,5.7465972900390625,0.0001,0.2,0.2047244094488189,13,0.07063217833638191,0.24038462340831757,0.42307692766189575
1,8.27742862701416,2102.7255859375,draft_aware,8.27742862701416,0.0001,0.2,0.2047244094488189,14,0.07047755131497979,0.11538462340831757,0.2788461744785309
1,8.88145923614502,2102.7255859375,draft_aware,8.88145923614502,0.0001,0.2,0.2035225048923679,15,0.07156660966575146,0.08653846383094788,0.19230769574642181
1,7.450007915496826,2102.7255859375,draft_aware,7.450007915496826,0.0001,0.2,0.20440881763527055,16,0.07039791904389858,0.14705882966518402,0.29411765933036804
1,7.8639445304870605,2098.2255859375,draft_aware,7.8639445304870605,0.0001,0.2,0.2043222003929273,17,0.07057423703372478,0.14423076808452606,0.26923078298568726
1,8.5775785446167,2102.7255859375,draft_aware,8.5775785446167,0.0001,0.2,0.20440881763527055,18,0.07032794179394841,0.1666666716337204,0.2647058963775635
1,6.786182880401611,2102.7255859375,draft_aware,6.786182880401611,0.0001,0.2,0.2043222003929273,19,0.0706258355639875,0.16346155107021332,0.24038462340831757
1,6.126038551330566,2102.7255859375,draft_aware,6.126038551330566,0.0001,0.2,0.20392156862745098,20,0.07109172083437443,0.25961539149284363,0.46153849363327026
1,7.684534072875977,2098.2255859375,draft_aware,7.684534072875977,0.0001,0.2,0.2043222003929273,21,0.0705134249292314,0.14423076808452606,0.2884615361690521
1,7.0004377365112305,2102.7255859375,draft_aware,7.0004377365112305,0.0001,0.2,0.20355731225296442,22,0.07080032816156745,0.1650485396385193,0.35922330617904663
1,7.672754287719727,2102.7255859375,draft_aware,7.672754287719727,0.0001,0.2,0.20436507936507936,23,0.07018053904175758,0.1553398072719574,0.28155338764190674
1,8.468926429748535,2102.7255859375,draft_aware,8.468926429748535,0.0001,0.2,0.2043222003929273,24,0.07088024076074362,0.10576923191547394,0.25
1,7.24920129776001,2098.2255859375,draft_aware,7.24920129776001,0.0001,0.2,0.2043222003929273,25,0.07057962100952864,0.2211538553237915,0.35576924681663513
1,6.611445426940918,2102.7255859375,draft_aware,6.611445426940918,0.0001,0.2,0.2043222003929273,26,0.07119823386892676,0.16346155107021332,0.3365384638309479
1,8.001011848449707,2102.7255859375,draft_aware,8.001011848449707,0.0001,0.2,0.20315581854043394,27,0.07051062397658825,0.10679611563682556,0.25242719054222107
